source_file,instance_index,instance_id,config,run_seed,status,n_tasks,L,mode,time_total,palns_obj,final_obj,ship_time,drone_time,intensify_ran
GENERATED,4,syn_n20_L2_4,abl_no_dro,1809958,OK,20,2,hybrid,6.173670599993784,10023.481579961322,10023.481579961322,12.301732220504666,22.776640416652093,True
GENERATED,4,syn_n20_L2_4,abl_no_dro,1817877,OK,20,2,hybrid,6.015382100013085,9930.871001290256,9930.871001290256,12.180893584563067,22.720023224798684,True
GENERATED,4,syn_n20_L2_4,abl_no_dro,1825796,OK,20,2,hybrid,6.260736400028691,10023.803489761482,10023.803313522425,12.303514511593251,22.747640852213934,True
GENERATED,4,syn_n20_L2_4,abl_no_dro,1833715,OK,20,2,hybrid,6.278693700034637,9941.518783789568,9941.518504253001,12.18875277160995,22.855826444158218,True
GENERATED,4,syn_n20_L2_4,abl_adjacent,1841634,OK,20,2,hybrid,13.085764000017662,11310.097725939886,10964.538745526981,13.50097897314088,23.965843304894868,True
GENERATED,4,syn_n20_L2_4,abl_adjacent,1849553,OK,20,2,hybrid,10.75428340001963,11624.079053494894,10862.834498610602,13.338344017950385,24.545042432794666,True
GENERATED,4,syn_n20_L2_4,abl_adjacent,1857472,OK,20,2,hybrid,13.507615500013344,11585.941272170443,10872.989416214341,13.366198099398265,24.238309761875485,True
GENERATED,4,syn_n20_L2_4,abl_adjacent,1865391,OK,20,2,hybrid,12.638674799993169,11522.605897160072,10872.989209114532,13.366201437389083,24.238232316363415,True
GENERATED,4,syn_n20_L2_4,abl_adjacent,1873310,OK,20,2,hybrid,12.916568999993615,11540.217178243844,10872.989258438876,13.36620046001482,24.238254669364533,True
GENERATED,4,syn_n20_L2_4,abl_adjacent,1881229,OK,20,2,hybrid,11.114608499978203,11617.94946730209,10872.989260146924,13.366200214416605,24.238259980984907,True
GENERATED,4,syn_n20_L2_4,abl_adjacent,1889148,OK,20,2,hybrid,11.260331500030588,11540.208308029642,10862.834360680816,13.338346734101535,24.5449802887047,True
GENERATED,4,syn_n20_L2_4,abl_adjacent,1897067,OK,20,2,hybrid,12.191632699978072,11570.280588200843,10872.989258438876,13.36620046001482,24.238254669364533,True
GENERATED,4,syn_n20_L2_4,abl_adjacent,1904986,OK,20,2,hybrid,12.951217099966016,11438.790262832716,10872.989209114532,13.366201437389083,24.238232316363415,True
GENERATED,4,syn_n20_L2_4,abl_adjacent,1912905,OK,20,2,hybrid,11.43173290003324,11448.512464019179,10872.989258438876,13.36620046001482,24.238254669364533,True
GENERATED,4,syn_n20_L2_4,abl_no_cache,1920824,OK,20,2,hybrid,21.841087499982677,10789.746664572976,10789.746512105168,13.240405672334006,24.555493081561778,True
GENERATED,4,syn_n20_L2_4,abl_no_cache,1928743,OK,20,2,hybrid,21.288062599953264,10849.389046523078,10849.389036746878,13.315820565067048,24.643531798474122,True
GENERATED,4,syn_n20_L2_4,abl_no_cache,1936662,OK,20,2,hybrid,20.405629199987743,10844.740237925475,10833.985301668403,13.31326867555925,24.258108428541846,True
GENERATED,4,syn_n20_L2_4,abl_no_cache,1944581,OK,20,2,hybrid,21.168062799959444,10849.389046523078,10849.389036746878,13.315820565067048,24.643531798474122,True
GENERATED,4,syn_n20_L2_4,abl_no_cache,1952500,OK,20,2,hybrid,21.290221499977633,10791.448383125038,10791.448383125038,13.233454761782026,24.753066051100465,True
GENERATED,4,syn_n20_L2_4,abl_no_cache,1960419,OK,20,2,hybrid,20.530692200001795,10849.389046523078,10849.389036746878,13.315820565067048,24.643531798474122,True
GENERATED,4,syn_n20_L2_4,abl_no_cache,1968338,OK,20,2,hybrid,20.37830749998102,10849.389046523078,10849.389036746878,13.315820565067048,24.643531798474122,True
GENERATED,4,syn_n20_L2_4,abl_no_cache,1976257,OK,20,2,hybrid,20.61352260003332,10789.746664572976,10789.746512105168,13.240405672334006,24.555493081561778,True
GENERATED,4,syn_n20_L2_4,abl_no_cache,1984176,OK,20,2,hybrid,20.63476799998898,10777.823691086227,10777.82362238716,13.209304814435468,24.88128604458745,True
GENERATED,4,syn_n20_L2_4,abl_no_cache,1992095,OK,20,2,hybrid,20.801262699998915,10849.389046523078,10849.389036746878,13.315820565067048,24.643531798474122,True
GENERATED,0,syn_n40_L3_0,palns_only,2000014,OK,40,3,palns,12.123288800008595,15386.262279872666,15386.262279872666,18.162966440121888,50.40106999375,False
GENERATED,0,syn_n40_L3_0,palns_only,2007933,OK,40,3,palns,12.44301590003306,16188.20854873962,16188.20854873962,19.316912982966393,48.58639461470932,False
GENERATED,0,syn_n40_L3_0,palns_only,2015852,OK,40,3,palns,13.095354199991561,15190.144648029613,15190.144648029613,17.934987935375112,49.68296275709365,False
GENERATED,0,syn_n40_L3_0,palns_only,2023771,OK,40,3,palns,12.314741600013804,15195.842554862247,15195.842554862247,18.071823560417617,46.91356812997237,False
GENERATED,0,syn_n40_L3_0,palns_only,2031690,OK,40,3,palns,11.21883520000847,16208.604323845248,16208.604323845248,19.302780051183085,49.4719795845124,False
GENERATED,0,syn_n40_L3_0,palns_only,2039609,OK,40,3,palns,11.460011000046507,16343.580725326176,16343.580725326176,19.626464568969734,46.392351388539396,False
GENERATED,0,syn_n40_L3_0,palns_only,2047528,OK,40,3,palns,11.09019250003621,16311.70732685007,16311.70732685007,19.618091645341963,45.66110265267419,False
GENERATED,0,syn_n40_L3_0,palns_only,2055447,OK,40,3,palns,11.342576299968641,16264.268536971318,16264.268536971318,19.391140013134912,49.1689579177181,False
GENERATED,0,syn_n40_L3_0,palns_only,2063366,OK,40,3,palns,12.028150200028904,16213.288474094179,16213.288474094179,19.312849506414434,49.390038408095826,False
GENERATED,0,syn_n40_L3_0,palns_only,2071285,OK,40,3,palns,12.107701700006146,15359.137117623195,15359.137117623195,18.243894919770845,47.8918836512875,False
GENERATED,0,syn_n40_L3_0,hybrid_main,2079204,OK,40,3,hybrid,35.93154529994354,15137.038795516055,15041.408019640228,18.10552572050092,41.778963693272544,True
